name,assembly_barcode,assembly_status,city,collection_date,collection_month,collection_time,DATE,comment,continent,country,county,created,download_fasta_link,email,lab_contact,lastmodified,latitude,longitude,n50,orderby,postcode,region,sample_accession,secondary_sample_accession,serotype,source_details,source_niche,source_type,strain_barcode,strain_name,sts,top_species,uberstrain,version,GENOTYPE,cgMLST,cgMLST_v2,rMLST,wgMLST,d5,d150,d400,d0,d2000,d2,d200,d2600,d50,d900,d100,d2850,d10,d20,dashboard view
SAL_AA7061AA,SAL_EA1772AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1772AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,385646,barcode,,,SAMN03952616,SRS1045105,Newport,Age: 0-4; stool,Human,Human,SAL_AA7061AA,PNUSAS000674,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4784AA_ST', 'st_id': 39549, 'timestamp': '2016-10-13 18:38:35.895181', 'version': '3.1', 'HC': {'d0': '12290', 'd10': '8607', 'd100': '120', 'd150': '120', 'd2': '12290', 'd20': '3108', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '12290', 'd50': '120', 'd900': '120'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4960AA_ST', 'st_id': 38054, 'timestamp': '2016-10-13 18:49:11.900728', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4935AA_ST', 'st_id': 44932, 'timestamp': '2016-10-13 18:34:51.754974', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.099612', 'version': '3.0'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.891622', 'version': '3.0'}]",Salmonella enterica;97.97%,SAL_AA7061AA,1,5,38054,39549,1422,44932,12290,120,120,12290,120,12290,120,2,120,120,120,2,8607,3108,include
SAL_AA7062AA,SAL_EA1771AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1771AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,408669,barcode,,,SAMN03965339,SRS1045107,Newport,Age: 0-4; stool,Human,Human,SAL_AA7062AA,PNUSAS000707,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4938AA_ST', 'st_id': 44935, 'timestamp': '2016-10-13 18:33:39.939955', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.891450', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4783AA_ST', 'st_id': 39548, 'timestamp': '2016-10-13 18:38:35.891464', 'version': '3.1', 'HC': {'d0': '39548', 'd10': '39548', 'd100': '120', 'd150': '120', 'd2': '39548', 'd20': '10879', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39548', 'd50': '120', 'd900': '120'}}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.099440', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4961AA_ST', 'st_id': 38055, 'timestamp': '2016-10-13 18:46:42.246074', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7062AA,1,5,38055,39548,1422,44935,39548,120,120,39548,120,39548,120,2,120,120,120,2,39548,10879,include
SAL_AA7063AA,SAL_EA1773AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1773AA_AS&database=senterica,pfge@cdc.gov,PulseNet Next Generation Subtyping Methods Unit,2018-11-29T13:47:47.793516+00:00,,,149393,barcode,,,SAMN03952613,SRS1045106,Newport,Age: 20-29; stool,Human,Human,SAL_AA7063AA,PNUSAS000671,"[{'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.891795', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4962AA_ST', 'st_id': 38056, 'timestamp': '2016-10-13 18:49:11.232927', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4928AA_ST', 'st_id': 44925, 'timestamp': '2016-10-13 18:33:52.701675', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0115AA_ST', 'st_complex': '2', 'st_id': 118, 'timestamp': '2018-01-28 22:38:05.010987', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4782AA_ST', 'st_id': 39547, 'timestamp': '2016-10-13 18:38:35.887864', 'version': '3.1', 'HC': {'d0': '39547', 'd10': '39547', 'd100': '122', 'd150': '122', 'd2': '39547', 'd20': '122', 'd200': '122', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39547', 'd50': '122', 'd900': '120'}}]",Salmonella enterica;98.81%,SAL_AA7063AA,1,118,38056,39547,1422,44925,39547,122,120,39547,120,39547,122,2,122,120,122,2,39547,122,include
SAL_AA7064AA,SAL_EA1775AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1775AA_AS&database=senterica,pfge@cdc.gov,PulseNet Next Generation Subtyping Methods Unit,2020-10-28T01:48:06.438171+00:00,,,321326,barcode,,,SAMN03952614,SRS1045108,Newport,Age: 0-4; stool,Human,Human,SAL_AA7064AA,PNUSAS000672,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4781AA_ST', 'st_id': 39546, 'timestamp': '2016-10-13 18:38:35.884423', 'version': '3.1', 'HC': {'d0': '39546', 'd10': '23501', 'd100': '21694', 'd150': '883', 'd2': '39546', 'd20': '23501', 'd200': '401', 'd2000': '44', 'd2600': '2', 'd2850': '2', 'd400': '401', 'd5': '39546', 'd50': '21694', 'd900': '401'}}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0031AA_ST', 'st_complex': '7', 'st_id': 31, 'timestamp': '2018-01-21 04:50:41.177150', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4963AA_ST', 'st_id': 38057, 'timestamp': '2016-10-13 18:46:56.354458', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4933AA_ST', 'st_id': 44930, 'timestamp': '2016-10-13 18:35:25.827586', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1433AA_ST', 'st_complex': '7', 'st_id': 1434, 'timestamp': '2018-01-27 22:46:33.042652', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7064AA,1,31,38057,39546,1434,44930,39546,883,401,39546,44,39546,401,2,21694,401,21694,2,23501,23501,include
SAL_AA7065AA,SAL_EA1774AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1774AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,349600,barcode,,,SAMN03952615,SRS1045109,Newport,Age: 10-19; stool,Human,Human,SAL_AA7065AA,PNUSAS000673,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4932AA_ST', 'st_id': 44929, 'timestamp': '2016-10-13 18:35:25.824078', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1433AA_ST', 'st_complex': '7', 'st_id': 1434, 'timestamp': '2018-01-27 22:46:33.042820', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4780AA_ST', 'st_id': 39545, 'timestamp': '2016-10-13 18:38:35.880988', 'version': '3.1', 'HC': {'d0': '39545', 'd10': '39545', 'd100': '21694', 'd150': '883', 'd2': '39545', 'd20': '24218', 'd200': '401', 'd2000': '44', 'd2600': '2', 'd2850': '2', 'd400': '401', 'd5': '39545', 'd50': '21694', 'd900': '401'}}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0031AA_ST', 'st_complex': '7', 'st_id': 31, 'timestamp': '2018-01-21 04:50:41.176989', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4964AA_ST', 'st_id': 38058, 'timestamp': '2016-10-13 18:49:11.904404', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7065AA,1,31,38058,39545,1434,44929,39545,883,401,39545,44,39545,401,2,21694,401,21694,2,39545,24218,include
SAL_AA7066AA,SAL_EA1776AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1776AA_AS&database=senterica,pfge@cdc.gov,PulseNet Next Generation Subtyping Methods Unit,2018-11-29T13:47:47.793516+00:00,,,385634,barcode,,,SAMN03948288,SRS1045110,Newport,Age: 10-19; stool,Human,Human,SAL_AA7066AA,PNUSAS000623,"[{'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.099792', 'version': '3.0'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.891967', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4779AA_ST', 'st_id': 39544, 'timestamp': '2016-10-13 18:38:35.877472', 'version': '3.1', 'HC': {'d0': '39544', 'd10': '120', 'd100': '120', 'd150': '120', 'd2': '39544', 'd20': '120', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '633', 'd50': '120', 'd900': '120'}}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4926AA_ST', 'st_id': 44923, 'timestamp': '2016-10-13 18:35:25.820687', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4965AA_ST', 'st_id': 38059, 'timestamp': '2016-10-13 18:49:11.907704', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7066AA,1,5,38059,39544,1422,44923,633,120,120,39544,120,39544,120,2,120,120,120,2,120,120,include
SAL_AA7067AA,SAL_EA1778AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1778AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,687389,barcode,,,SAMN03952612,SRS1045111,Newport,Age: 40-49; stool,Human,Human,SAL_AA7067AA,PNUSAS000670,"[{'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0045AA_ST', 'st_complex': '3', 'st_id': 45, 'timestamp': '2018-01-28 22:37:58.990608', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4929AA_ST', 'st_id': 44926, 'timestamp': '2016-10-13 18:32:24.391446', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1432AA_ST', 'st_complex': '3', 'st_id': 1433, 'timestamp': '2018-01-27 22:46:31.638860', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4778AA_ST', 'st_id': 39543, 'timestamp': '2016-10-13 18:37:02.853608', 'version': '3.1', 'HC': {'d0': '39543', 'd10': '9469', 'd100': '3472', 'd150': '807', 'd2': '9469', 'd20': '3472', 'd200': '44', 'd2000': '44', 'd2600': '2', 'd2850': '2', 'd400': '44', 'd5': '9469', 'd50': '3472', 'd900': '44'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4966AA_ST', 'st_id': 38060, 'timestamp': '2016-10-13 18:47:41.330687', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7067AA,1,45,38060,39543,1433,44926,9469,807,44,39543,44,9469,44,2,3472,44,3472,2,9469,3472,include
SAL_AA7068AA,SAL_EA1777AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1777AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,142576,barcode,,,SAMN03939248,SRS1045104,Newport,Age: 60-69; stool,Human,Human,SAL_AA7068AA,PNUSAS000599,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4967AA_ST', 'st_id': 38061, 'timestamp': '2016-10-13 18:49:11.910903', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.892140', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4930AA_ST', 'st_id': 44927, 'timestamp': '2016-10-13 18:33:39.936757', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4777AA_ST', 'st_id': 39542, 'timestamp': '2016-10-13 18:38:35.873969', 'version': '3.1', 'HC': {'d0': '39542', 'd10': '122', 'd100': '122', 'd150': '122', 'd2': '4560', 'd20': '122', 'd200': '122', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '122', 'd50': '122', 'd900': '120'}}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0115AA_ST', 'st_complex': '2', 'st_id': 118, 'timestamp': '2018-01-28 22:38:05.011157', 'version': '3.0'}]",Salmonella enterica;98.61%,SAL_AA7068AA,1,118,38061,39542,1422,44927,122,122,120,39542,120,4560,122,2,122,120,122,2,122,122,include
SAL_AA7069AA,SAL_EA1779AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1779AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,270660,barcode,,,SAMN03939247,SRS1045092,Newport,Age: 50-59; stool,Human,Human,SAL_AA7069AA,PNUSAS000598,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4968AA_ST', 'st_id': 38062, 'timestamp': '2016-10-13 18:49:11.914572', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0115AA_ST', 'st_complex': '2', 'st_id': 118, 'timestamp': '2018-01-28 22:38:05.011326', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4931AA_ST', 'st_id': 44928, 'timestamp': '2016-10-13 18:32:20.294361', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.892313', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4776AA_ST', 'st_id': 39541, 'timestamp': '2016-10-13 18:38:35.870659', 'version': '3.1', 'HC': {'d0': '39541', 'd10': '122', 'd100': '122', 'd150': '122', 'd2': '39541', 'd20': '122', 'd200': '122', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39541', 'd50': '122', 'd900': '120'}}]",Salmonella enterica;98.0%,SAL_AA7069AA,1,118,38062,39541,1422,44928,39541,122,120,39541,120,39541,122,2,122,120,122,2,122,122,include
SAL_AA7070AA,SAL_EA1781AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1781AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,385543,barcode,,,SAMN03939246,SRS1045084,Newport,Age: 0-4; stool,Human,Human,SAL_AA7070AA,PNUSAS000597,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4969AA_ST', 'st_id': 38063, 'timestamp': '2016-10-13 18:49:11.236443', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.892485', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4775AA_ST', 'st_id': 39540, 'timestamp': '2016-10-13 18:38:35.867473', 'version': '3.1', 'HC': {'d0': '39540', 'd10': '6126', 'd100': '120', 'd150': '120', 'd2': '39540', 'd20': '120', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39540', 'd50': '120', 'd900': '120'}}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.099967', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4927AA_ST', 'st_id': 44924, 'timestamp': '2016-10-13 18:33:52.698635', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7070AA,1,5,38063,39540,1422,44924,39540,120,120,39540,120,39540,120,2,120,120,120,2,6126,120,include
SAL_AA7071AA,SAL_EA1780AA_AS,Assembled,,,6,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1780AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,504314,barcode,,,SAMN03939245,SRS1045085,Newport,Age: 40-49; stool,Human,Human,SAL_AA7071AA,PNUSAS000596,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4774AA_ST', 'st_id': 39539, 'timestamp': '2016-10-13 18:38:35.864325', 'version': '3.1', 'HC': {'d0': '39539', 'd10': '39539', 'd100': '44', 'd150': '44', 'd2': '39539', 'd20': '39539', 'd200': '44', 'd2000': '44', 'd2600': '2', 'd2850': '2', 'd400': '44', 'd5': '39539', 'd50': '1758', 'd900': '44'}}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4918AA_ST', 'st_id': 44915, 'timestamp': '2016-10-13 18:33:52.695598', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4970AA_ST', 'st_id': 38064, 'timestamp': '2016-10-13 18:49:11.917740', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1432AA_ST', 'st_complex': '3', 'st_id': 1433, 'timestamp': '2018-01-27 22:46:31.639031', 'version': '3.0'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0045AA_ST', 'st_complex': '3', 'st_id': 45, 'timestamp': '2018-01-28 22:37:58.990439', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7071AA,1,45,38064,39539,1433,44915,39539,44,44,39539,44,39539,44,2,1758,44,44,2,39539,39539,include
SAL_AA7072AA,SAL_EA1782AA_AS,Assembled,,,6,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1782AA_AS&database=senterica,pfge@cdc.gov,Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US),2018-11-29T13:47:47.793516+00:00,,,408691,barcode,,,SAMN03897531,SRS1045086,Newport,Age: 20-29; stool,Human,Human,SAL_AA7072AA,PNUSAS000574,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4925AA_ST', 'st_id': 44922, 'timestamp': '2016-10-13 18:32:20.290882', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4606AA_ST', 'st_id': 39371, 'timestamp': '2016-10-13 18:38:26.939645', 'version': '3.1', 'HC': {'d0': '39370', 'd10': '6126', 'd100': '120', 'd150': '120', 'd2': '39370', 'd20': '120', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39370', 'd50': '120', 'd900': '120'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4971AA_ST', 'st_id': 38065, 'timestamp': '2016-10-13 18:50:04.942956', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.892659', 'version': '3.0'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.100141', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7072AA,1,5,38065,39371,1422,44922,39370,120,120,39370,120,39370,120,2,120,120,120,2,6126,120,include
SAL_AA7073AA,SAL_EA1784AA_AS,Assembled,,,6,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1784AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,384046,barcode,,,SAMN03897532,SRS1045087,Newport,Age: 20-29; stool,Human,Human,SAL_AA7073AA,PNUSAS000575,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4773AA_ST', 'st_id': 39538, 'timestamp': '2016-10-13 18:38:35.861136', 'version': '3.1', 'HC': {'d0': '39538', 'd10': '8555', 'd100': '120', 'd150': '120', 'd2': '39538', 'd20': '3108', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '39538', 'd50': '120', 'd900': '120'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4972AA_ST', 'st_id': 38066, 'timestamp': '2016-10-13 18:49:11.920864', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4923AA_ST', 'st_id': 44920, 'timestamp': '2016-10-13 18:35:25.813869', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.893006', 'version': '3.0'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.100489', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7073AA,1,5,38066,39538,1422,44920,39538,120,120,39538,120,39538,120,2,120,120,120,2,8555,3108,include
SAL_AA7074AA,SAL_EA1783AA_AS,Assembled,,,7,,2015,,North America,United States,,2015-08-28T07:34:42.674717+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_EA1783AA_AS&database=senterica,pfge@cdc.gov,Centers for Disease Control and Prevention - PulseNet,2018-11-29T13:47:47.793516+00:00,,,383924,barcode,,,SAMN03897534,SRS1045088,Newport,Age: 50-59; stool,Human,Human,SAL_AA7074AA,PNUSAS000577,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA4973AA_ST', 'st_id': 38067, 'timestamp': '2016-10-13 18:49:11.240047', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0005AA_ST', 'st_complex': '2', 'st_id': 5, 'timestamp': '2018-01-27 05:00:44.100316', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4920AA_ST', 'st_id': 44917, 'timestamp': '2016-10-13 18:35:25.807295', 'version': '3.1'}, {'predicted_serotype': 'Newport', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1421AA_ST', 'st_complex': '2.1', 'st_id': 1422, 'timestamp': '2018-01-27 22:46:03.892832', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4772AA_ST', 'st_id': 39537, 'timestamp': '2016-10-13 18:39:05.767698', 'version': '3.1', 'HC': {'d0': '39537', 'd10': '8544', 'd100': '120', 'd150': '120', 'd2': '39537', 'd20': '8544', 'd200': '120', 'd2000': '120', 'd2600': '2', 'd2850': '2', 'd400': '120', 'd5': '12293', 'd50': '120', 'd900': '120'}}]",Salmonella enterica;100.0%,SAL_AA7074AA,1,5,38067,39537,1422,44917,12293,120,120,39537,120,39537,120,2,120,120,120,2,8544,8544,include
