NAME,MLST ST (Pasteur),MLST PROFILE (Pasteur),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus (wzi),Capsule type,O LOCUS,O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
ERR1415622,101,2_6_1_5_4_1_6,2390,0_0_84_0_8_0_0_23_7_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415623,25,2_1_1_1_10_4_13,2391,0_0_388_1_7_0_0_0_0_0,25,25,IncFIB(K); IncFII(K),KL2 (wzi72),K2,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp5 (135-1LV),-,-
ERR1415625,25,2_1_1_1_10_4_13,2393,0_0_388_0_2_1_0_0_0_0,25,10224,,KL2 (wzi72),K2,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1415626,101,2_6_1_5_4_1_6,2390,0_0_84_0_8_0_0_23_7_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415627,101,2_6_1_5_4_1_6,2394,0_0_84_0_8_0_0_23_8_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415629,433,2_1_2_60_7_1_7,2395,0_0_29_5_0_0_3_0_0_0,268,433,IncFIB(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (192-1LV),-,-
ERR1415630,566,15_1_1_2_5_23_36,2396,0_0_181_4_1_0_0_0_0_0,133,566,Col440I; IncFIB(K); IncFII(K); IncR,KL46 (-),K46,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415631,383,2_6_1_3_8_1_18,2397,0_0_87_5_0_1_0_0_0_0,383,383,Col(pHAD28); IncFII; IncM2,KL30 (-),K30,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1415632,22,2_3_1_1_1_4_4,2398,0_0_23_1_2_0_0_0_0_0,22,22,Col(pHAD28); IncFIB(K)(pCAV1099-114); IncM2,KL9 (wzi9),K9,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1415633,101,2_6_1_5_4_1_6,2394,0_0_84_0_8_0_0_23_8_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415635,8,4_1_1_1_1_5_6,2399,0_0_47_0_0_0_0_0_0_0,8,8,IncFIB(K)(pCAV1099-114); IncHI1B(pNDM-MAR),KL3 (wzi59),K3,O1/O2v2,O1,2,0,clb 3 (17-1LV),0,ybt 17; ICEKp10 (234-6LV),-,-
ERR1415636,2286,2_1_62_1_10_4_110,2400,0_0_374_1_0_0_0_0_0_0,405,2286,Col(pHAD28); IncFIB(K),KL45 (-),K45,O4,O4,0,0,0,0,0,-,-
ERR1415637,101,2_6_1_5_4_1_6,2401,0_0_84_0_8_0_8_0_0_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415638,101,2_6_1_5_4_1_6,2379,0_0_84_0_8_0_0_23_0_0,101,101,Col440I; Col440II; ColRNAI; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415639,15,1_1_1_1_1_1_1,8952,0_0_0_0_2_0_9_0_0_0,15,15,Col440I; ColpVC; IncFIB(pQil); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415640,218,2_3_1_1_9_4_12,2403,0_0_115_2_0_0_0_0_0_0,218,10138,Col(pHAD28)--Col440II; IncFIB(pNDM-Mar); IncFIB(pQil); IncFII; IncFII(K); IncHI1B(pNDM-MAR),KL57 (wzi77),K57,O1/O2v2,O2afg,4,iuc 1 (1),0,0,ybt unknown (0),-,rmpA2_8*-60%
ERR1415642,86,9_4_2_1_1_1_27,2405,0_0_395_0_4_0_0_0_0_0,86,86,Col(pHAD28)--Col440II; ColRNAI; IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR)--repB_KLEB,KL2 (wzi2),K2,O1/O2v1,O1,3,iuc 1 (1),0,iro 1 (1),0,"rmp 1; KpVP-1,-",rmpA2_8*
ERR1415643,101,2_6_1_5_4_1_6,2406,0_0_84_0_8_0_0_23_3_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415644,147,3_4_6_1_7_4_38,2407,0_0_197_0_4_17_0_0_0_0,147,147,Col(pHAD28); Col440I; IncFII(K); IncR,KL112 (wzi12),unknown (KL112),O1/O2v2,O2afg,1,0,0,0,ybt 16; ICEKp12 (287),-,-
ERR1415645,15,1_1_1_1_1_1_1,8948,0_0_0_0_2_0_27_1_0_0,15,15,Col440I; ColpVC; IncFIB(pQil); IncFII(K); IncFII(K); IncL; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (19-1LV),-,-
ERR1415647,101,2_6_1_5_4_1_6,2379,0_0_84_0_8_0_0_23_0_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415648,3669,2_1_1_80_10_1_155,2409,0_0_86_1_0_0_0_0_0_0,607,3669,Col440I; ColpVC,KL30 (wzi274),K30,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415649,101,2_6_1_5_4_1_6,*e070,0_0_84_0_8_0_0_23_?_?,101,101,Col440II; ColRNAI; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415651,101,2_6_1_5_4_1_6,2410,0_0_84_0_8_0_0_23_6_0,101,101,Col440I; Col440II; ColRNAI; IncFIB(K); IncFII(K); IncFII(K); IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (173-1LV),-,-
ERR1415652,101,2_6_1_5_4_1_6,2411,0_0_84_0_8_0_0_23_9_0,101,101,Col440I--Col440II; ColRNAI; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415653,101,2_6_1_5_4_1_6,2390,0_0_84_0_8_0_0_23_7_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415657,101,2_6_1_5_4_1_6,*4d95,0_0_84_0_8_0_0_23_?_?,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415658,101,2_6_1_5_4_1_6,2413,0_0_84_0_8_0_0_23_10_0,101,101,Col440II; ColRNAI; ColpVC; IncFIA(pBK30683); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415659,101,2_6_1_5_4_1_6,2413,0_0_84_0_8_0_0_23_10_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415660,101,2_6_1_5_4_1_6,2413,0_0_84_0_8_0_0_23_10_0,101,101,Col440II; ColRNAI; IncFIA(pBK30683); IncL; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415661,15,1_1_1_1_1_1_1,8893,0_0_0_0_2_0_0_0_3_0,15,15,ColRNAI; ColpVC; IncFIB(pB171); IncFIB(pKPHS1); IncFII(Yp); IncR,KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415663,437,3_3_1_1_1_1_31,1848,0_0_105_1_1_1_0_3_0_0,258,10268,Col156; Col440I; Col440I; ColpVC; IncFIB(AP001918)--IncFII; IncFIB(K); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415665,437,3_3_1_1_1_1_31,1850,0_0_105_1_1_1_0_4_1_0,258,10268,Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415666,437,3_3_1_1_1_1_31,1851,0_0_105_1_1_1_0_4_0_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415668,437,3_3_1_1_1_1_31,1852,0_0_105_1_1_1_1_0_1_0,258,10268,Col(pHAD28); Col440I; IncC; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415669,437,3_3_1_1_1_1_31,1853,0_0_105_1_1_1_8_0_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFII(K),KL36 (wzi109),K36,unknown (O4),unknown (O4),0,0,0,0,0,-,-
ERR1415670,322,2_1_5_1_26_4_12,1854,0_0_3_0_1_0_0_0_0_0,322,322,ColpVC; IncFIB(K); IncFIB(pKPHS1),KL17 (wzi50),K17,O4,O4,0,0,0,0,0,-,-
ERR1415671,11,3_3_1_1_1_1_4,1855,0_0_105_0_3_0_1_0_1_0,258,340,IncFIB(K); IncFII(K); IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1415672,48,2_5_2_2_7_1_10,1856,0_0_147_1_0_0_1_0_0_0,48,48,IncC; IncFIB(K); IncFII(K); IncR,KL62 (wzi62),K62,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (174-1LV),-,-
ERR1415673,35,2_1_2_1_10_1_19,1857,0_0_131_1_4_0_0_0_0_0,35,35,ColRNAI; IncFIB(K); IncFIB(pKPHS1),KL22 (wzi37),K22,O1/O2v1,O1,3,iuc 3 (32-2LV),0,0,0,-,-
ERR1415674,437,3_3_1_1_1_1_31,1858,0_0_105_1_1_1_1_0_0_0,258,10268,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415675,437,3_3_1_1_1_1_31,1852,0_0_105_1_1_1_1_0_1_0,258,10268,Col(pHAD28); Col440I; IncC; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415677,437,3_3_1_1_1_1_31,1859,0_0_105_1_1_1_0_12_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415678,437,3_3_1_1_1_1_31,1861,0_0_105_1_1_1_0_6_1_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415680,437,3_3_1_1_1_1_31,1862,0_0_105_1_1_1_0_5_0_0,258,10268,Col(pHAD28); Col156; IncC; IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415681,437,3_3_1_1_1_1_31,1861,0_0_105_1_1_1_0_6_1_0,258,10268,Col(pHAD28); Col156; IncFIB(K); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415682,25,2_1_1_1_10_4_13,1863,0_0_388_1_2_2_0_0_0_0,25,25,IncFIB(K)--IncFII(K),KL2 (wzi72),K2,O1/O2v2,O1,1,0,0,0,ybt 6; ICEKp5 (63),-,-
ERR1415683,163,2_1_1_1_9_1_12,1864,0_0_158_3_0_0_0_0_0_0,45,10091,Col(pHAD28); Col(pHAD28); Col156,KL8 (wzi8),K8,O3b,O3b,0,0,0,0,0,-,-
ERR1415684,15,1_1_1_1_1_1_1,1866,0_0_0_0_2_0_0_36_0_0,15,15,IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415685,1574,10_1_11_1_26_8_43,*cce6,0_0_63_0_0_0_0_?_?_?,1574,1574,IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL114 (wzi354),unknown (KL114),O3b,O3b,0,0,0,0,0,-,-
ERR1415687,37,2_9_2_1_13_1_16,1868,0_0_109_32_5_0_0_0_0_0,37,10010,Col(pHAD28); IncFIB(K),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1415689,15,1_1_1_1_1_1_1,1869,0_0_0_0_2_0_0_31_2_0,15,15,IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415692,15,1_1_1_1_1_1_1,1870,0_0_0_0_2_0_0_31_5_0,15,15,IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415693,15,1_1_1_1_1_1_1,1869,0_0_0_0_2_0_0_31_2_0,15,15,IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415699,437,3_3_1_1_1_1_31,1848,0_0_105_1_1_1_0_3_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415700,15,1_1_1_1_1_1_1,11127,0_0_0_0_2_0_0_31_15_0,15,15,Col440I; IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415704,218,2_3_1_1_9_4_12,1872,0_0_115_1_2_0_0_0_0_0,218,218,repB_KLEB,KL57 (wzi77),K57,O1/O2v2,O2afg,3,iuc 1 (1),0,iro 1 (1-1LV),0,"-,rmp 1; KpVP-1 (truncated)",rmpA2_8-60%
ERR1415705,629,2_3_87_1_12_1_26,1873,0_0_116_1_0_0_0_0_0_0,629,10196,,KL134 (wzi368),unknown (KL134),O3/O3a,O3/O3a,0,0,0,0,0,-,-
ERR1415706,340,3_3_1_1_1_1_18,1874,0_0_105_0_11_0_0_9_0_0,258,340,Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 9; ICEKp3 (157-4LV),-,-
ERR1415709,101,2_6_1_5_4_1_6,1877,0_0_84_0_8_0_17_0_0_0,101,101,Col(pHAD28); Col440II; IncFIA(pBK30683); IncFIB(K); IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1415710,485,2_1_1_1_7_1_12,1878,0_0_158_8_12_0_1_0_0_0,45,45,,KL183 (-),unknown (KL183),OL101,unknown (OL101),1,0,0,0,ybt 10; ICEKp4 (78-1LV),-,-
ERR1415711,437,3_3_1_1_1_1_31,1848,0_0_105_1_1_1_0_3_0_0,258,10268,Col440I; Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415712,15,1_1_1_1_1_1_1,8898,0_0_0_0_2_0_0_0_0_0,15,15,ColpVC; IncFIB(pB171)--IncFIB(pKPHS1)--IncFII(Yp),KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415713,437,3_3_1_1_1_1_31,1880,0_0_105_1_1_1_0_3_0_0,258,10268,Col440I; Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415714,14,1_6_1_1_1_1_1,1881,0_0_1_1_11_0_0_0_0_0,14,14,IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1415715,437,3_3_1_1_1_1_31,1882,0_0_105_1_1_4_0_0_0_0,258,10268,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415716,37,2_9_2_1_13_1_16,1875,0_0_109_27_0_0_0_0_0_0,37,10134,Col(pHAD28); ColpVC; IncC; IncFIB(K); IncFII(K),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1415717,437,3_3_1_1_1_1_31,1848,0_0_105_1_1_1_0_3_0_0,258,10268,Col440I; Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415718,437,3_3_1_1_1_1_31,1883,0_0_105_1_1_1_0_6_0_0,258,10268,Col156; Col440I; Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415720,15,1_1_1_1_1_1_1,8898,0_0_0_0_2_0_0_0_0_0,15,15,Col(pHAD28); ColpVC; IncFIB(pB171); IncFIB(pKPHS1); IncFII(Yp); IncR,KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415723,437,3_3_1_1_1_1_31,1862,0_0_105_1_1_1_0_5_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415724,15,1_1_1_1_1_1_1,1869,0_0_0_0_2_0_0_31_2_0,15,15,Col440I; IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415726,437,3_3_1_1_1_1_31,1885,0_0_105_1_1_1_0_13_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415727,437,3_3_1_1_1_1_31,1887,0_0_105_1_1_1_1_0_2_0,258,10268,Col440I; Col440I; IncC; IncFIB(K); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415728,49,8_1_1_2_12_1_23,1888,0_0_239_0_0_0_0_0_0_0,49,49,,unknown (KL39) (wzi39),unknown (K39),O3b,O3b,0,0,0,0,0,-,-
ERR1415731,15,1_1_1_1_1_1_1,11128,0_0_0_0_2_0_0_31_14_0,15,15,Col(pHAD28)--Col(pHAD28); Col156; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415732,1010,2_3_1_1_1_4_48,1890,0_0_274_0_0_0_0_0_0_0,1010,1010,Col440I; IncFIB(K); repB(R1701),KL142 (wzi377),unknown (KL142),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415733,437,3_3_1_1_1_1_31,1891,0_0_105_1_1_1_0_6_3_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415734,437,3_3_1_1_1_1_31,1892,0_0_105_1_1_1_0_6_2_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415735,437,3_3_1_1_1_1_31,1893,0_0_105_1_1_1_0_14_0_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; Col440I; IncFIB(K); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415737,437,3_3_1_1_1_1_31,1885,0_0_105_1_1_1_0_13_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415738,45,2_1_1_6_7_1_12,1895,0_0_158_8_0_0_3_0_0_0,45,45,Col(pHAD28); Col156; Col440I; IncFII(pBK30683); IncM1; repB(R1701),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78),-,-
ERR1415739,525,4_4_1_1_48_1_22,1896,0_0_125_0_0_0_0_2_0_0,525,525,IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL45 (wzi45),K45,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1415740,437,3_3_1_1_1_1_31,1901,0_0_105_1_1_1_0_8_0_0,258,10268,Col(pHAD28); IncFIB(pQil),KL36 (wzi109),K36,O4,O4,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1415741,437,3_3_1_1_1_1_31,1892,0_0_105_1_1_1_0_6_2_0,258,10268,Col(pHAD28); Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415742,15,1_1_1_1_1_1_1,8898,0_0_0_0_2_0_0_0_0_0,15,15,ColpVC; IncFIB(pB171); IncFIB(pKPHS1); IncFII(Yp); IncR,KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415744,17,2_1_1_1_4_4_4,1897,0_0_22_22_0_0_0_0_0_0,17,10128,IncFIA(HI1); IncFIB(K); IncFII(K),KL155 (wzi173),unknown (KL155),OL101,unknown (OL101),0,0,0,0,0,-,-
ERR1415746,25,2_1_1_1_10_4_13,1863,0_0_388_1_2_2_0_0_0_0,25,25,IncFIB(K); IncFII(K),KL2 (wzi72),K2,O1/O2v2,O1,1,0,0,0,ybt 6; ICEKp5 (63),-,-
ERR1415747,437,3_3_1_1_1_1_31,1858,0_0_105_1_1_1_1_0_0_0,258,10268,Col(pHAD28); IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415748,870,2_6_1_1_147_1_31,1898,0_0_89_0_1_0_0_0_0_0,870,870,IncFIB(K); IncFII(K),KL17 (wzi137),K17,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415749,14,1_6_1_1_1_1_1,1899,0_0_1_1_11_1_0_0_0_0,14,14,IncFIB(K); IncFII(pBK30683),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1415750,37,2_9_2_1_13_1_16,1900,0_0_109_23_6_0_0_0_0_0,37,3648,IncFIB(K); IncFII(K),KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 10; ICEKp4 (99-2LV),-,-
ERR1415751,437,3_3_1_1_1_1_31,1893,0_0_105_1_1_1_0_14_0_0,258,10268,Col(pHAD28); Col440I; IncFIB(pQil),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1415752,15,1_1_1_1_1_1_1,8893,0_0_0_0_2_0_0_0_3_0,15,15,ColpVC; IncFIB(pB171); IncFIB(pKPHS1); IncFII(Yp); IncR,KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1415754,15,1_1_1_1_1_1_1,2420,0_0_0_0_2_0_0_31_6_0,15,15,IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1415755,101,2_6_1_5_4_1_6,2421,0_0_84_0_8_3_0_3_0_0,101,101,ColRNAI; IncR,KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (truncated) (183-2LV),-,-
ERR1415756,340,3_3_1_1_1_1_18,2417,0_0_105_0_11_0_13_0_1_0,258,340,Col440I; ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncX1,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1415757,101,2_6_1_5_4_1_6,2422,0_0_84_0_8_0_0_4_1_0,101,101,Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415758,101,2_6_1_5_4_1_6,2423,0_0_84_0_8_0_0_4_1_0,101,101,Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415759,101,2_6_1_5_4_1_6,2422,0_0_84_0_8_0_0_4_1_0,101,101,Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415761,340,3_3_1_1_1_1_18,2425,0_0_105_0_11_0_13_0_0_0,258,340,Col440I; IncC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncX1,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1415762,340,3_3_1_1_1_1_18,2425,0_0_105_0_11_0_13_0_0_0,258,340,Col440I; IncC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncX1,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1415763,101,2_6_1_5_4_1_6,2427,0_0_84_0_8_0_0_4_0_0,101,101,Col(pHAD28); Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415764,101,2_6_1_5_4_1_6,2428,0_0_84_0_8_0_0_5_0_0,101,101,Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415765,101,2_6_1_5_4_1_6,2428,0_0_84_0_8_0_0_5_0_0,101,101,Col(pHAD28); Col440II; IncC; IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1415766,437,3_3_1_1_1_1_31,2429,0_0_105_1_1_1_0_17_0_0,258,10268,Col(pHAD28); ColRNAI; IncFIB(pB171)--IncFII(Yp),KL36 (wzi109),K36,O4,O4,1,0,0,0,ybt 9; ICEKp3 (183),-,-
